2024,6,22,0,12,97,3.3,99,99,99,99,999,1008.4,16.4,999,12.8,99,99
2024,6,22,0,18,65,1.2,99,99,99,99,999,1008.4,16.4,999,12.8,99,99
2024,6,22,0,24,84,3.1,99,99,99,99,999,1008.4,16.4,999,12.6,99,99
2024,6,22,0,30,183,0.6,99,99,99,99,999,1008.5,16.3,999,12.5,99,99
2024,6,22,0,36,144,2.1,99,99,99,99,999,1008.5,16.1,999,12.4,99,99
2024,6,22,0,42,98,4,99,99,99,99,999,1008.6,16.1,999,12.4,99,99
2024,6,22,0,48,108,3.2,99,99,99,99,999,1008.6,15.8,999,12.4,99,99
2024,6,22,0,54,96,3.7,99,99,99,99,999,1008.7,16.1,999,12.6,99,99
2024,6,22,0,58,98,3.1,99,99,99,99,999,1008.6,15.9,999,12.6,99,99
2024,6,22,1,0,94,3.5,99,99,99,99,999,1008.6,15.9,999,12.3,99,99
2024,6,22,1,6,95,4.8,99,99,99,99,999,1008.6,15.9,999,12.3,99,99
2024,6,22,1,12,96,3.6,99,99,99,99,999,1008.7,15.8,999,12.3,99,99
2024,6,22,1,18,102,3.3,99,99,99,99,999,1008.6,15.9,999,12.3,99,99
2024,6,22,1,24,105,3,99,99,99,99,999,1008.7,15.6,999,12.2,99,99
2024,6,22,1,30,113,3.2,99,99,99,99,999,1008.6,15.3,999,12.5,99,99
2024,6,22,1,36,110,3.1,99,99,99,99,999,1008.7,15.4,999,12.4,99,99
2024,6,22,1,42,100,3.9,99,99,99,99,999,1008.7,15.7,999,12.2,99,99
2024,6,22,1,48,104,3.4,99,99,99,99,999,1008.8,15.6,999,12.2,99,99
2024,6,22,1,54,118,2.2,99,99,99,99,999,1008.9,15.6,999,12,99,99
2024,6,22,1,58,127,2,99,99,99,99,999,1008.9,15.6,999,12.1,99,99
2024,6,22,2,0,44,1.1,99,99,99,99,999,1008.9,15.7,999,12.2,99,99
2024,6,22,2,6,67,3.1,99,99,99,99,999,1009,15.6,999,12.2,99,99
2024,6,22,2,12,89,2.4,99,99,99,99,999,1009,15.4,999,12,99,99
2024,6,22,2,18,113,2.7,99,99,99,99,999,1009.1,15.3,999,12.1,99,99
2024,6,22,2,24,78,1.2,99,99,99,99,999,1009.3,15.6,999,12.1,99,99
2024,6,22,2,30,100,3,99,99,99,99,999,1009.4,15.3,999,12,99,99
2024,6,22,2,36,110,2.4,99,99,99,99,999,1009.4,15.1,999,12,99,99
2024,6,22,2,42,113,2.8,99,99,99,99,999,1009.4,14.9,999,11.8,99,99
2024,6,22,2,48,105,3.2,99,99,99,99,999,1009.5,14.7,999,11.7,99,99
2024,6,22,2,54,129,0.5,99,99,99,99,999,1009.6,14.7,999,11.8,99,99
2024,6,22,2,58,102,2.9,99,99,99,99,999,1009.5,14.6,999,11.7,99,99
2024,6,22,3,0,107,1.6,99,99,99,99,999,1009.5,14.6,999,11.8,99,99
2024,6,22,3,6,91,2.2,99,99,99,99,999,1009.6,14.4,999,11.6,99,99
2024,6,22,3,12,88,2.6,99,99,99,99,999,1009.6,14.3,999,11.7,99,99
2024,6,22,3,18,104,2.4,99,99,99,99,999,1009.5,14.2,999,11.6,99,99
2024,6,22,3,24,107,3.5,99,99,99,99,999,1009.7,14,999,11.5,99,99
2024,6,22,3,30,114,3.3,99,99,99,99,999,1009.7,14,999,11.6,99,99
2024,6,22,3,36,111,3.3,99,99,99,99,999,1009.7,13.9,999,11.5,99,99
2024,6,22,3,42,116,3.1,99,99,99,99,999,1009.8,13.9,999,11.5,99,99
2024,6,22,3,48,109,2.3,99,99,99,99,999,1009.8,13.8,999,11.5,99,99
2024,6,22,3,54,109,2.6,99,99,99,99,999,1009.9,13.8,999,11.5,99,99
2024,6,22,3,58,110,2.2,99,99,99,99,999,1009.9,13.7,999,11.5,99,99
2024,6,22,4,0,107,1.6,99,99,99,99,999,1009.9,13.7,999,11.5,99,99
2024,6,22,4,6,132,2.3,99,99,99,99,999,1010,13.6,999,11.5,99,99
2024,6,22,4,12,142,2.4,99,99,99,99,999,1010.1,13.5,999,11.4,99,99
2024,6,22,4,18,142,2.2,99,99,99,99,999,1010.1,13.4,999,11.5,99,99
2024,6,22,4,24,178,0.3,99,99,99,99,999,1010.2,13.4,999,11.4,99,99
2024,6,22,4,30,163,0.6,99,99,99,99,999,1010.3,13.5,999,11.3,99,99
2024,6,22,4,36,31,0.5,99,99,99,99,999,1010.2,13.6,999,11.5,99,99
2024,6,22,4,42,38,0.5,99,99,99,99,999,1010.3,13.5,999,11.4,99,99
2024,6,22,4,48,183,0.1,99,99,99,99,999,1010.2,13.5,999,11.4,99,99
2024,6,22,4,54,352,0.3,99,99,99,99,999,1010.2,13.4,999,11.3,99,99
2024,6,22,4,58,168,0.7,99,99,99,99,999,1010.4,13.3,999,11.2,99,99
2024,6,22,5,0,109,0.5,99,99,99,99,999,1010.4,13.3,999,11.2,99,99
2024,6,22,5,6,153,0.6,99,99,99,99,999,1010.5,13.2,999,11.2,99,99
2024,6,22,5,12,150,0.6,99,99,99,99,999,1010.5,13.2,999,11.2,99,99
2024,6,22,5,18,121,1.2,99,99,99,99,999,1010.5,13,999,11.1,99,99
2024,6,22,5,24,110,1.8,99,99,99,99,999,1010.6,12.9,999,11,99,99
2024,6,22,5,30,111,2,99,99,99,99,999,1010.7,12.8,999,11,99,99
2024,6,22,5,36,99,1.2,99,99,99,99,999,1010.7,12.7,999,11,99,99
2024,6,22,5,42,93,1.9,99,99,99,99,999,1010.7,12.6,999,11,99,99
2024,6,22,5,48,80,2.4,99,99,99,99,999,1010.7,12.4,999,11,99,99
2024,6,22,5,54,78,1.2,99,99,99,99,999,1010.6,12.3,999,11,99,99
2024,6,22,5,58,100,1.3,99,99,99,99,999,1010.7,12.2,999,11,99,99
2024,6,22,6,0,101,2.6,99,99,99,99,999,1010.8,12.2,999,11,99,99
2024,6,22,6,6,117,3.2,99,99,99,99,999,1010.7,12.2,999,11,99,99
2024,6,22,6,12,108,2.9,99,99,99,99,999,1010.8,12,999,10.9,99,99
2024,6,22,6,18,84,1.5,99,99,99,99,999,1010.7,11.9,999,10.8,99,99
2024,6,22,6,24,96,2.3,99,99,99,99,999,1010.5,11.8,999,10.8,99,99
2024,6,22,6,30,111,2,99,99,99,99,999,1010.6,11.7,999,10.8,99,99
2024,6,22,6,36,111,2.5,99,99,99,99,999,1010.6,11.6,999,10.8,99,99
2024,6,22,6,42,124,2.5,99,99,99,99,999,1010.6,11.6,999,10.8,99,99
2024,6,22,6,48,111,2.7,99,99,99,99,999,1010.6,11.5,999,10.7,99,99
2024,6,22,6,54,129,2.5,99,99,99,99,999,1010.7,11.4,999,10.7,99,99
2024,6,22,6,58,123,2.4,99,99,99,99,999,1010.6,11.3,999,10.6,99,99
2024,6,22,7,0,116,2.2,99,99,99,99,999,1010.5,11.3,999,10.6,99,99
2024,6,22,7,6,134,2.7,99,99,99,99,999,1010.6,11.2,999,10.5,99,99
2024,6,22,7,12,128,2.6,99,99,99,99,999,1010.6,11.1,999,10.5,99,99
2024,6,22,7,18,181,1.2,99,99,99,99,999,1010.6,11.2,999,10.6,99,99
2024,6,22,7,24,113,2.4,99,99,99,99,999,1010.7,11.1,999,10.6,99,99
2024,6,22,7,30,112,2.7,99,99,99,99,999,1010.6,11.1,999,10.5,99,99
2024,6,22,7,36,119,2.2,99,99,99,99,999,1010.6,11,999,10.4,99,99
2024,6,22,7,42,102,1.4,99,99,99,99,999,1010.6,11,999,10.5,99,99
2024,6,22,7,48,101,1.7,99,99,99,99,999,1010.5,11,999,10.5,99,99
